hast_genus_id,hast_family_id,family_apgiv,genus,genus_zh,acceptedGenus,acceptedNamecode
360,326,Amaranthaceae,Atriplex,濱藜屬,,
361,326,Amaranthaceae,Beta,甜菜屬,,
370,326,Amaranthaceae,Celosia,青葙屬,,
2518,326,Amaranthaceae,Charpentiera,,,
362,326,Amaranthaceae,Chenopodium,藜屬,,
2519,326,Amaranthaceae,Cladostachys,,,
371,326,Amaranthaceae,Cyathula,川牛膝屬,,
372,326,Amaranthaceae,Deeringia,漿果莧屬,,
13295,326,Amaranthaceae,Dysphania,刺藜屬,,
373,326,Amaranthaceae,Gomphrena,千日紅屬,,
374,326,Amaranthaceae,Iresine,洋莧屬,,
363,326,Amaranthaceae,Kochia,地膚屬,,
2520,326,Amaranthaceae,Nototrichium,,,
375,326,Amaranthaceae,Philoxerus,安旱草屬,,
2410,326,Amaranthaceae,Pupalia,,,
364,326,Amaranthaceae,Spinacia,菠菜屬,,
365,326,Amaranthaceae,Suaeda,蒹蓬屬,,
376,326,Amaranthaceae,Telanthera,織錦莧屬,,
1790,613,Amaryllidaceae,Agapanthus,百子蓮屬,,
1735,613,Amaryllidaceae,Allium,蔥屬,,
1791,613,Amaryllidaceae,Amaryllis,,,
1793,613,Amaryllidaceae,Clivia,君子蘭屬,,
2484,613,Amaryllidaceae,Cooperia,,,
1794,613,Amaryllidaceae,Crinum,文珠蘭屬,,
1796,613,Amaryllidaceae,Eucharis,,,
1797,613,Amaryllidaceae,Eurycles,,,
1799,613,Amaryllidaceae,Haemanthus,火球花屬,,
1800,613,Amaryllidaceae,Hippeastrum,孤挺花屬,,
1801,613,Amaryllidaceae,Hymenocallis,螫蟹花屬,,
1802,613,Amaryllidaceae,Lycoris,石蒜屬,,
1803,613,Amaryllidaceae,Narcissus,水仙屬,,
1804,613,Amaryllidaceae,Sternbergia,,,
1805,613,Amaryllidaceae,Tulbaghia,紫嬌花屬,,
1806,613,Amaryllidaceae,Zephyranthes,蔥蘭屬,,
338,891,Anacampserotaceae,Anacampseros,,,
2523,424,Anacardiaceae,Actinocheita,,,
2522,424,Anacardiaceae,Allospondias,,,
878,424,Anacardiaceae,Anacardium,腰果屬,,
2521,424,Anacardiaceae,Androtium,,,
879,424,Anacardiaceae,Bouea,,,
880,424,Anacardiaceae,Buchanania,山檨子屬,,
2525,424,Anacardiaceae,Choerospondias,南酸棗屬,,
2526,424,Anacardiaceae,Cotinus,黃櫨屬,,
881,424,Anacardiaceae,Koordersiodendron,,,
13300,424,Anacardiaceae,Lannea,厚皮樹屬,,
882,424,Anacardiaceae,Mangifera,芒果屬,,
883,424,Anacardiaceae,Melanorrhoea,,,
884,424,Anacardiaceae,Pistacia,黃連木屬,,
885,424,Anacardiaceae,Rhus,漆樹屬,,
886,424,Anacardiaceae,Schinus,胡椒木屬,,
887,424,Anacardiaceae,Semecarpus,大果漆樹屬,,
888,424,Anacardiaceae,Spondias,,,
2531,424,Anacardiaceae,Toxicodendron,漆樹屬,,
2533,716,Ancistrocladaceae,Ancistrocladus,鉤枝藤屬,,
2534,717,Anisophylleaceae,Anisophyllea,,,
2535,717,Anisophylleaceae,Combretocarpus,,,
2539,329,Annonaceae,Alphonsea,,,
2538,329,Annonaceae,Anaxagorea,,,
455,329,Annonaceae,Annona,番荔枝屬,,
2537,329,Annonaceae,Anomianthus,,,
456,329,Annonaceae,Artabotrys,鷹爪花屬,,
2536,329,Annonaceae,Asimina,,,
457,329,Annonaceae,Cananga,香水樹屬,,
2541,329,Annonaceae,Cyathocalyx,,,
2540,329,Annonaceae,Dasymaschalon,,,
2300,329,Annonaceae,Desmos,假鷹爪屬,,
458,329,Annonaceae,Fissistigma,瓜馥木屬,,
459,329,Annonaceae,Goniothalamus,哥納香屬,,
2543,329,Annonaceae,Guatteria,,,
2542,329,Annonaceae,Haplostichanthus,,,
2546,329,Annonaceae,Melodorum,,,
2544,329,Annonaceae,Mezzettiopsis,,,
2347,329,Annonaceae,Miliusa,密榴木屬,,
2545,329,Annonaceae,Orophea,澄廣花屬,,
460,329,Annonaceae,Polyalthia,暗羅屬,,
2547,329,Annonaceae,Pseuduvaria,,,
2550,329,Annonaceae,Raimondia,,,
461,329,Annonaceae,Rollinia,比麗巴屬,,
2549,329,Annonaceae,Uvaria,,,
2548,329,Annonaceae,Xylopia,,,
2552,470,Apiaceae,Acronema,絲瓣芹屬,,
2551,470,Apiaceae,Aegopodium,羊角芹屬,,
1111,470,Apiaceae,Angelica,當歸屬,,
2555,470,Apiaceae,Anthriscus,峨參屬,,
1112,470,Apiaceae,Apium,芹菜屬,,
2553,470,Apiaceae,Bowlesia,,,
1113,470,Apiaceae,Bupleurum,柴胡屬,,
1114,470,Apiaceae,Carum,,,
1115,470,Apiaceae,Caucalis,,,
1116,470,Apiaceae,Centella,雷公根屬,,
2437,470,Apiaceae,Chaerophyllum,,,
2559,470,Apiaceae,Chamaele,,,
2558,470,Apiaceae,Chamaesium,矮澤芹屬,,
2557,470,Apiaceae,Cicuta,毒芹屬,,
1117,470,Apiaceae,Cnidium,芎藭屬,,
2556,470,Apiaceae,Coelopleurum,高山芹屬,,
1118,470,Apiaceae,Conioselinum,彎柱芎屬,,
1119,470,Apiaceae,Coriandrum,芫荽屬,,
1120,470,Apiaceae,Cryptotaenia,鴨兒芹屬,,
1134,470,Apiaceae,Cyclospermum,,,
1121,470,Apiaceae,Daucus,胡蘿蔔屬,,
2561,470,Apiaceae,Dickinsia,馬蹄芹屬,,
2560,470,Apiaceae,Dystaenia,,,
1122,470,Apiaceae,Eryngium,刺芫荽屬,,
1123,470,Apiaceae,Foeniculum,茴香屬,,
2562,470,Apiaceae,Gingidia,,,
1124,470,Apiaceae,Glehnia,濱防風屬,,
2563,470,Apiaceae,Heracleum,獨活屬,,
2564,470,Apiaceae,Libanotis,岩風屬,,
2434,470,Apiaceae,Ligusticum,,,
2567,470,Apiaceae,Lilaeopsis,,,
2565,470,Apiaceae,Lomatium,,,
2566,470,Apiaceae,Notopterygium,羌活屬,,
1126,470,Apiaceae,Oenanthe,水芹菜屬,,
1127,470,Apiaceae,Oreomyrrhis,山薰香屬,,
1128,470,Apiaceae,Osmorhiza,臭根屬,,
2568,470,Apiaceae,Ostericum,山芹屬,,
2569,470,Apiaceae,Perideridia,,,
1129,470,Apiaceae,Peucedanum,前胡屬,,
13092,470,Apiaceae,Physospermopsis,,,
1130,470,Apiaceae,Pimpinella,茴芹屬,,
2570,470,Apiaceae,Pleurospermum,棱子芹屬,,
2439,470,Apiaceae,Pternopetalum,囊瓣芹屬,,
2571,470,Apiaceae,Ptilimnium,,,
1131,470,Apiaceae,Sanicula,山芹菜屬,,
2576,470,Apiaceae,Saposhnikovia,防風屬,,
2580,470,Apiaceae,Scandix,,,
2579,470,Apiaceae,Selinum,亮蛇床屬,,
2578,470,Apiaceae,Seseli,西風芹屬,,
2577,470,Apiaceae,Sinolimprichtia,舟瓣芹屬,,
1132,470,Apiaceae,Sium,零餘子屬,,
2581,470,Apiaceae,Sphallerocarpus,迷果芹屬,,
2572,470,Apiaceae,Sphenosciadium,,,
2573,470,Apiaceae,Spuriopimpinella,,,
2574,470,Apiaceae,Tauschia,,,
2575,470,Apiaceae,Tilingia,,,
2582,470,Apiaceae,Tongoloa,東俄芹屬,,
1133,470,Apiaceae,Torilis,竊衣屬,,
2584,470,Apiaceae,Trachydium,瘤果芹屬,,
2583,470,Apiaceae,Vicatia,凹乳芹屬,,
1203,514,Apocynaceae,Aganosma,香花藤屬,,
1204,514,Apocynaceae,Allamanda,黃蟬屬,,
1205,514,Apocynaceae,Alstonia,黑板樹屬,,
1206,514,Apocynaceae,Alyxia,念珠藤屬,,
10593,514,Apocynaceae,Amsonia,水甘草屬,,
1207,514,Apocynaceae,Anodendron,錦蘭屬,,
10596,514,Apocynaceae,Apocynum,羅布麻屬,,
1231,514,Apocynaceae,Asclepias,尖尾鳳屬,,
10597,514,Apocynaceae,Aspidosperma,,,
10595,514,Apocynaceae,Beaumontia,清明花屬,,
12643,514,Apocynaceae,Calotropis,牛角瓜屬,,
1208,514,Apocynaceae,Carissa,假虎刺屬,,
1209,514,Apocynaceae,Catharanthus,長春花屬,,
1210,514,Apocynaceae,Cerbera,海檬果屬,,
1232,514,Apocynaceae,Ceropegia,愛之蔓屬,,
1233,514,Apocynaceae,Cryptolepis,隱鱗藤屬,,
1234,514,Apocynaceae,Cryptostegia,伯萊花屬,,
1235,514,Apocynaceae,Cynanchum,牛皮消屬,,
1236,514,Apocynaceae,Dischidia,風不動屬,,
1237,514,Apocynaceae,Dregea,華他卡藤屬,,
1211,514,Apocynaceae,Ecdysanthera,酸藤屬,,
10594,514,Apocynaceae,Epigynum,思茅藤屬,,
10599,514,Apocynaceae,Ervatamia,,,
1212,514,Apocynaceae,Formosia,大錦蘭屬,,
10600,514,Apocynaceae,Forsteronia,,,
1213,514,Apocynaceae,Funtumia,,,
12646,514,Apocynaceae,Gongronema,縴冠藤屬,,
13288,514,Apocynaceae,Goniostemma,勐臘藤屬,,
12641,514,Apocynaceae,Graphistemma,天星藤屬,,
1238,514,Apocynaceae,Gymnema,武靴藤屬,,
1239,514,Apocynaceae,Heterostemma,布朗藤屬,,
1229,514,Apocynaceae,Holarrhena,止瀉木屬,,
1240,514,Apocynaceae,Hoya,毬蘭屬,,
1241,514,Apocynaceae,Huernia,,,
10601,514,Apocynaceae,Ichnocarpus,腰骨藤屬,,
1250,514,Apocynaceae,Jasminanthes,舌瓣花屬,,
10602,514,Apocynaceae,Kibatalia,倒纓木屬,,
10603,514,Apocynaceae,Kopsia,蕊木屬,,
10604,514,Apocynaceae,Lacmellea,,,
1214,514,Apocynaceae,Lactaria,,,
1215,514,Apocynaceae,Landolphia,,,
10605,514,Apocynaceae,Lepinia,,,
10606,514,Apocynaceae,Mandevilla,文藤屬,,
1242,514,Apocynaceae,Marsdenia,牛彌菜屬,,
1230,514,Apocynaceae,Mascarenhasia,,,
1216,514,Apocynaceae,Melodinus,山橙屬,,
1251,514,Apocynaceae,Metaplexis,蘿藦屬,,
13278,514,Apocynaceae,Micrechites,,,
12648,514,Apocynaceae,Myriopteron,翅果藤屬,,
10607,514,Apocynaceae,Neisosperma,,,
1217,514,Apocynaceae,Nerium,夾竹桃屬,,
1218,514,Apocynaceae,Ochrosia,,,
10608,514,Apocynaceae,Papuechites,,,
10609,514,Apocynaceae,Parameria,,,
1219,514,Apocynaceae,Parsonsia,爬森藤屬,,
12649,514,Apocynaceae,Pentasachme,石夢藦屬,,
1243,514,Apocynaceae,Pergularia,,,
12651,514,Apocynaceae,Periploca,杠柳屬,,
1220,514,Apocynaceae,Plumeria,緬梔屬,,
10610,514,Apocynaceae,Pottsia,帘子藤屬,,
1221,514,Apocynaceae,Rauvolfia,蘿芙木屬,,
12652,514,Apocynaceae,Sarcostemma,肉珊瑚屬,,
2365,514,Apocynaceae,Secamone,鯽魚藤屬,,
10611,514,Apocynaceae,Sindechites,毛藥藤屬,,
1244,514,Apocynaceae,Stapelia,,,
1245,514,Apocynaceae,Stapelianthus,,,
1222,514,Apocynaceae,Strophanthus,羊角拗屬,,
1247,514,Apocynaceae,Stultitia,,,
1223,514,Apocynaceae,Tabernaemontana,馬蹄花屬,,
1248,514,Apocynaceae,Telosma,夜香花屬,,
10612,514,Apocynaceae,Temnadenia,,,
1224,514,Apocynaceae,Thevetia,黃花夾竹桃屬,,
2370,514,Apocynaceae,Toxocarpus,,,
1225,514,Apocynaceae,Trachelospermum,絡石屬,,
1249,514,Apocynaceae,Tylophora,鷗蔓屬,,
2417,514,Apocynaceae,Urceola,酸藤屬,,
1226,514,Apocynaceae,Vallaris,,,
1227,514,Apocynaceae,Vinca,日日春屬,,
12645,514,Apocynaceae,Vincetoxicum,,,
10613,514,Apocynaceae,Willughbeia,,,
1228,514,Apocynaceae,Wrightia,,,
13201,807,Apodanthaceae,Pilostyles,,,
1727,604,Aponogetonaceae,Aponogeton,水蕹屬,,
906,430,Aquifoliaceae,Ilex,冬青屬,,
2073,632,Araceae,Aglaonema,粗肋草屬,,
2074,632,Araceae,Alocasia,姑婆芋屬,,
2075,632,Araceae,Amorphophallus,蒟蒻屬,,
2076,632,Araceae,Anthurium,火鶴花屬,,
2077,632,Araceae,Arisaema,天南星屬,,
2078,632,Araceae,Caladium,彩葉芋屬,,
2079,632,Araceae,Colocasia,芋屬,,
2080,632,Araceae,Dieffenbachia,黛粉葉屬,,
2081,632,Araceae,Epipremnum,拎樹藤屬,,
2082,632,Araceae,Homalomena,扁葉芋屬,,
2100,632,Araceae,Lasia,刺芋屬,,
2102,632,Araceae,Lemna,青萍屬,,
2083,632,Araceae,Lysichiton,,,
2084,632,Araceae,Monstera,龜背芋屬,,
2085,632,Araceae,Philodendron,蔓綠絨屬,,
2086,632,Araceae,Pinellia,半夏屬,,
2087,632,Araceae,Pistia,大萍屬,,
2088,632,Araceae,Pothoidium,假柚葉藤屬,,
2089,632,Araceae,Pothos,柚葉藤屬,,
2090,632,Araceae,Remusatia,目賊芋屬,,
2091,632,Araceae,Rhaphidophora,針房藤屬,,
2092,632,Araceae,Rhektophyllum,,,
2491,632,Araceae,Sauromatum,斑龍芋屬,,
2101,632,Araceae,Schismatoglottis,落檐屬,,
2093,632,Araceae,Scindapsus,藤芋屬,,
2094,632,Araceae,Spathiphyllum,白鶴芋屬,,
2103,632,Araceae,Spirodela,浮萍屬,,
2095,632,Araceae,Symplocarpus,臭菘屬,,
2096,632,Araceae,Syngonium,合果芋屬,,
2097,632,Araceae,Typhonium,土半夏屬,,
2104,632,Araceae,Wolffia,無根萍屬,,
2098,632,Araceae,Xanthosoma,千年芋屬,,
2099,632,Araceae,Zantedeschia,海芋屬,,
1093,469,Araliaceae,Acanthopanax,五加屬,,
1094,469,Araliaceae,Aralia,刺蔥屬,,
12624,469,Araliaceae,Arthrophyllum,,,
1109,469,Araliaceae,Boerlagiodendron,蘭嶼八角金盤底屬,,
10620,469,Araliaceae,Brassaiopsis,羅傘屬,,
12622,469,Araliaceae,Cheirodendron,,,
1095,469,Araliaceae,Cussonia,,,
1096,469,Araliaceae,Dendropanax,樹參屬,,
1097,469,Araliaceae,Dizygotheca,孔雀木屬,,
1098,469,Araliaceae,Eleutherococcus,五加屬,,
12627,469,Araliaceae,Euaraliopsis,,,
12628,469,Araliaceae,Evodiopanax,,,
1099,469,Araliaceae,Fatsia,八角金盤屬,,
12626,469,Araliaceae,Gamblea,萸葉五加屬,,
1100,469,Araliaceae,Hedera,常春藤屬,,
1125,469,Araliaceae,Hydrocotyle,天胡荽屬,,
1110,469,Araliaceae,Kalopanax,刺楸屬,,
12629,469,Araliaceae,Macropanax,大參屬,,
12630,469,Araliaceae,Merrilliopanax,常春木屬,,
12631,469,Araliaceae,Motherwellia,,,
1101,469,Araliaceae,Nothopanax,梁王茶屬,,
12632,469,Araliaceae,Oplopanax,刺參屬,,
12633,469,Araliaceae,Oreopanax,,,
1102,469,Araliaceae,Osmoxylon,蘭嶼八角金盤屬,,
12635,469,Araliaceae,Panax,人參屬,,
1103,469,Araliaceae,Pentapanax,五葉參屬,,
1104,469,Araliaceae,Polyscias,福祿桐屬,,
12636,469,Araliaceae,Pseudopanax,,,
1105,469,Araliaceae,Schefflera,鵝掌柴屬,,
1106,469,Araliaceae,Sinopanax,華參屬,,
1107,469,Araliaceae,Tetrapanax,通脫木屬,,
1108,469,Araliaceae,Textoria,,,
2585,469,Araliaceae,Trachymene,,,
12639,469,Araliaceae,Trevesia,刺通草屬,,
214,209,Araucariaceae,Agathis,貝殼杉屬,,
215,209,Araucariaceae,Araucaria,南洋杉屬,,
2043,629,Arecaceae,Archontophoenix,亞力山大椰子屬,,
2044,629,Arecaceae,Areca,檳榔屬,,
2045,629,Arecaceae,Arecastrum,克利巴椰子屬,,
2046,629,Arecaceae,Arenga,山棕屬,,
2494,629,Arecaceae,Asterogyne,,,
2047,629,Arecaceae,Butia,凍子椰子屬,,
2048,629,Arecaceae,Calamus,省藤屬,,
2495,629,Arecaceae,Calyptrogyne,,,
2049,629,Arecaceae,Caryota,孔雀椰子屬,,
2050,629,Arecaceae,Chamaedorea,茶馬椰子屬,,
2051,629,Arecaceae,Chrysalidocarpus,黃椰子屬,,
2052,629,Arecaceae,Cocos,可可椰子屬,,
2053,629,Arecaceae,Collinia,,,
2054,629,Arecaceae,Corypha,行李棕櫚屬,,
2055,629,Arecaceae,Daemonorops,,,
2056,629,Arecaceae,Elaeis,油棕屬,,
2496,629,Arecaceae,Geonoma,,,
2402,629,Arecaceae,Guihaia,,,
2057,629,Arecaceae,Hyophorbe,酒瓶椰子屬,,
2058,629,Arecaceae,Jubaea,,,
2497,629,Arecaceae,Korthalsia,,,
2059,629,Arecaceae,Latania,紅棕櫚屬,,
2060,629,Arecaceae,Licuala,刺軸櫚屬,,
2061,629,Arecaceae,Livistona,蒲葵屬,,
2062,629,Arecaceae,Phoenix,海棗屬,,
2063,629,Arecaceae,Pinanga,山檳榔屬,,
2064,629,Arecaceae,Ptychosperma,射葉椰子屬,,
2065,629,Arecaceae,Rhapis,棕竹屬,,
2067,629,Arecaceae,Roystonea,大王椰子屬,,
2504,629,Arecaceae,Sabal,,,
2068,629,Arecaceae,Trachycarpus,棕櫚屬,,
2069,629,Arecaceae,Washingtonia,華盛頓棕櫚屬,,
12638,347,Aristolochiaceae,Apama,,,
529,347,Aristolochiaceae,Aristolochia,馬兜鈴屬,,
530,347,Aristolochiaceae,Asarum,細辛屬,,
531,347,Aristolochiaceae,Geotaenium,,,
532,347,Aristolochiaceae,Heterotropa,,,
12644,347,Aristolochiaceae,Saruma,馬蹄香屬,,
59,118,Arthropteridaceae,Arthropteris,藤蕨屬,,
1782,779,Asparagaceae,Agave,龍舌蘭屬,,
1737,779,Asparagaceae,Anemarrhena,,,
2486,779,Asparagaceae,Anthericum,雞尾蘭屬,,
1738,779,Asparagaceae,Asparagus,天門冬屬,,
1739,779,Asparagaceae,Aspidistra,蜘蛛抱蛋屬,,
1775,779,Asparagaceae,Barnardia,,,
1792,779,Asparagaceae,Brodiaea,,,
1776,779,Asparagaceae,Campylandra,,,
1740,779,Asparagaceae,Chlorophytum,掛蘭屬,,
1741,779,Asparagaceae,Convallaria,鈴蘭屬,,
1783,779,Asparagaceae,Cordyline,朱蕉屬,,
12713,779,Asparagaceae,Dichelostemma,,,
1743,779,Asparagaceae,Disporopsis,假寶鐸花屬,,
12720,779,Asparagaceae,Diuranthera,,,
1784,779,Asparagaceae,Dracaena,龍血樹屬,,
1745,779,Asparagaceae,Drimiopsis,,,
1747,779,Asparagaceae,Eucomis,,,
1798,779,Asparagaceae,Furcraea,,,
12686,779,Asparagaceae,Hastingsia,,,
1754,779,Asparagaceae,Hosta,,,
1755,779,Asparagaceae,Hyacinthus,風信子屬,,
1778,779,Asparagaceae,Maianthemum,,,
1758,779,Asparagaceae,Muscari,串鈴花屬,,
1786,779,Asparagaceae,Nolina,酒瓶蘭屬,,
1759,779,Asparagaceae,Ophiopogon,沿階草屬,,
1760,779,Asparagaceae,Ornithogalum,,,
1762,779,Asparagaceae,Peliosanthes,球子草屬,,
2483,779,Asparagaceae,Pleomele ,,,
1787,779,Asparagaceae,Polianthes,晚香玉屬,,
1763,779,Asparagaceae,Polygonatum,黃精屬,,
1788,779,Asparagaceae,Sansevieria,虎尾蘭屬,,
1767,779,Asparagaceae,Scilla,綿棗兒屬,,
1768,779,Asparagaceae,Smilacina,鹿藥屬,,
1769,779,Asparagaceae,Thysanotus,異蕊草屬,,
2327,779,Asparagaceae,Tupistra,開口箭屬,,
1789,779,Asparagaceae,Yucca,金棒蘭屬,,
1736,778,Asphodelaceae,Aloe,蘆薈屬,,
1742,778,Asphodelaceae,Dianella,桔梗蘭屬,,
12721,778,Asphodelaceae,Eremurus,,,
1750,778,Asphodelaceae,Gasteria,,,
1751,778,Asphodelaceae,Haworthia,寶草屬,,
1753,778,Asphodelaceae,Hemerocallis,萱草屬,,
147,129,Aspleniaceae,Asplenium,鐵角蕨屬,,
13333,129,Aspleniaceae,Camptosorus,,,
2444,129,Aspleniaceae,Hymenasplenium,,,
2445,129,Aspleniaceae,Neottopteris,,,
13336,129,Aspleniaceae,Phyllitis,,,
12659,539,Asteraceae,Acanthospermum,,,
1574,539,Asteraceae,Achillea,,,
12660,539,Asteraceae,Achyrocline,,,
12662,539,Asteraceae,Achyrophorus,,,
1685,539,Asteraceae,Acmella,金鈕釦屬,,
1575,539,Asteraceae,Adenocaulon,,,
1576,539,Asteraceae,Adenostemma,下田菊屬,,
1686,539,Asteraceae,Ageratina,假藿香薊屬,,
1577,539,Asteraceae,Ageratum,霍香薊屬,,
1578,539,Asteraceae,Ainsliaea,鬼督郵屬,,
12666,539,Asteraceae,Ajania,,,
1579,539,Asteraceae,Ambrosia,豬草屬,,
1580,539,Asteraceae,Ammobium,,,
1581,539,Asteraceae,Anaphalis,籟簫屬,,
12670,539,Asteraceae,Antennaria,,,
1582,539,Asteraceae,Anthemis,,,
1583,539,Asteraceae,Arctium,牛蒡屬,,
12671,539,Asteraceae,Arctotheca,,,
1584,539,Asteraceae,Arctotis,,,
1585,539,Asteraceae,Arnica,,,
1586,539,Asteraceae,Artemisia,艾屬,,
1587,539,Asteraceae,Aster,紫菀屬,,
2392,539,Asteraceae,Asteromoea,,,
12693,539,Asteraceae,Asterothamnus,,,
12694,539,Asteraceae,Astranthium,,,
12692,539,Asteraceae,Atractylodes,,,
2423,539,Asteraceae,Austroeupatorium,假澤蘭屬,,
12695,539,Asteraceae,Baccharis,,,
12697,539,Asteraceae,Balsamorhiza,,,
12696,539,Asteraceae,Barnadesia,,,
13385,539,Asteraceae,Bellis,雛菊屬,,
1588,539,Asteraceae,Bidens,鬼針屬,,
12701,539,Asteraceae,Bigelowia,,,
12702,539,Asteraceae,Blainvillea,,,
1590,539,Asteraceae,Blumea,艾納香屬,,
12710,539,Asteraceae,Blumeopsis,,,
1591,539,Asteraceae,Brachycome,,,
12711,539,Asteraceae,Brachyglottis,,,
12712,539,Asteraceae,Breea,,,
1592,539,Asteraceae,Cacalia,蟹甲草屬,,
1593,539,Asteraceae,Calendula,金盞菊屬,,
1594,539,Asteraceae,Callistephus,翠菊屬,,
